ucsc external_gene_name ensembl_gene_id
uc003ulk.3 AKAP9 ENSG00000127914
uc003unt.3 PON3 ENSG00000105852
uc003uon.3 DLX5 ENSG00000105880
uc003urk.3 ZNF655 ENSG00000197343
uc003ush.3 AZGP1 ENSG00000160862
uc003uxc.4 UFSP1 ENSG00000176125
uc003uxx.4 VGF ENSG00000128564
uc003vct.4 SRPK2 ENSG00000135250
uc003vdk.3 CDHR3 ENSG00000128536
uc003vdo.4 SYPL1 ENSG00000008282
uc003vif.2 CAV1 ENSG00000105974
uc003vjy.3 PTPRZ1 ENSG00000106278
uc003vli.4 GPR37 ENSG00000170775
uc003vor.3 SMO ENSG00000128602
uc003vpn.2 TMEM209 ENSG00000146842
uc003vqn.4 MIR29A ENSG00000226380
uc003vwg.2 TMEM178B ENSG00000261115
uc003wey.3 CUL1 ENSG00000055130
uc003wgd.2 ZNF467 ENSG00000181444
uc003wmb.3 EN2 ENSG00000164778
uc003wne.2 MNX1-AS1 ENSG00000243479
uc003wtc.3 RP1L1 ENSG00000183638
uc003wwp.3 C8orf48 ENSG00000164743
uc003xcp.2 RHOBTB2 ENSG00000008853
uc003xtj.1 FAM110B ENSG00000169122
uc003xux.2 TTPA ENSG00000137561
uc003xxl.1 ARFGEF1 ENSG00000066777
uc003yeb.4 MMP16 ENSG00000156103
uc003ylf.2 RP11-318M2.2 ENSG00000247081
uc003ymg.1 OXR1 ENSG00000164830
uc003yoq.2 NOV ENSG00000136999
uc003yum.2 ST3GAL1 ENSG00000008513
uc003yyc.2 MAFA ENSG00000182759
uc003zpq.1 RP11-399D6.2 ENSG00000234840
uc003zqp.3 IFNK ENSG00000147896
uc003zvi.4 IL11RA ENSG00000137070
uc003zxh.2 RMRP ENSG00000269900
uc003zyr.1 HRCT1 ENSG00000196196
uc004aoy.3 RP11-276H19.1 ENSG00000226237
uc004arn.1 SPTLC1 ENSG00000090054
uc004aro.1 RP11-100G15.7 ENSG00000234537
uc004asd.4 OMD ENSG00000127083
uc004atj.3 WNK2 ENSG00000165238
uc004axu.3 FOXE1 ENSG00000178919
uc004bax.3 MSANTD3 ENSG00000066697
uc004bdz.1 EPB41L4B ENSG00000095203
uc004bep.2 TXN ENSG00000136810
uc004bkv.3 C5 ENSG00000106804
uc004bph.2 RABEPK ENSG00000136933
uc004bpk.3 RABEPK ENSG00000136933
uc004bto.1 LCN2 ENSG00000148346
uc004bzt.1 PRDM12 ENSG00000130711
uc004cfc.1 RXRA ENSG00000186350
uc004ckt.2 NPDC1 ENSG00000107281
uc004dgt.3 CHST7 ENSG00000147119
uc004dkz.4 PCSK1N ENSG00000102109
uc004dpl.3 GSPT2 ENSG00000189369
uc004dru.3 GPR173 ENSG00000184194
uc004dta.2 FAM120C ENSG00000184083
uc004dvc.3 FAAH2 ENSG00000165591
uc004ecm.2 MAGEE1 ENSG00000198934
uc004ffp.1 GABRQ ENSG00000147402
uc004fnf.3 CLIC2 ENSG00000155962
uc009vvi.3 EPHA10 ENSG00000183317
uc009vwh.3 EDN2 ENSG00000127129
uc009wrw.3 TMEM79 ENSG00000163472
uc009xhq.3 ADARB2 ENSG00000185736
uc009xte.1 NUTM2D ENSG00000214562
uc009xwz.3 LDB1 ENSG00000198728
uc009zoe.1 DGKA ENSG00000065357
uc009zxi.1 AC084018.1 ENSG00000212694
uc010asi.3 FOS ENSG00000170345
uc010avw.3 SLC25A29 ENSG00000197119
uc010bby.3 C15orf62 ENSG00000188277
uc010bff.3 MYO5C ENSG00000128833
uc010bom.3 ARRDC4 ENSG00000140450
uc010brd.1 MSLN ENSG00000102854
uc010dgt.3 CDK3 ENSG00000250506
uc010dis.2 C17orf62 ENSG00000178927
uc010dkm.1 TGIF1 ENSG00000177426
uc010eat.1 CTD-2521M24.9 ENSG00000269640
uc010eom.3 KLK11 ENSG00000167757
uc010fgb.3 DNAH6 ENSG00000115423
uc010fiu.1 RPL31 ENSG00000071082
uc010flg.1 TMEM177 ENSG00000144120
uc010gvn.2 SNORD125 ENSG00000239127
uc010hkz.3 CDHR4 ENSG00000187492
uc010hxo.3 ABCC5 ENSG00000114770
uc010hyo.2 RP11-443P15.2 ENSG00000171658
uc010kkx.3 WDR27 ENSG00000184465
uc010kum.2 STEAP1B ENSG00000105889
uc010lea.2 MAGI2-AS3 ENSG00000234456
uc010lpg.3 CUL1 ENSG00000055130
uc010mzz.2 GTF3C5 ENSG00000148308
uc010nfp.3 snoU2-30 ENSG00000201882
uc010nfp.3 snoU2_19 ENSG00000201592
uc010nzi.2 WRAP73 ENSG00000116213
uc010oia.1 SH3D21 ENSG00000214193
uc010okl.2 B4GALT2 ENSG00000117411
uc010psk.2 MIR205HG ENSG00000230937
uc010qcx.2 C10orf67 ENSG00000179133
uc010qkg.2 DNAJC9 ENSG00000213551
uc010qmo.2 FAM25A ENSG00000188100
uc010quf.2 NKX1-2 ENSG00000229544
uc010quk.1 FANK1 ENSG00000203780
uc010qwi.2 TMEM80 ENSG00000177042
uc010qxb.1 SYT8 ENSG00000149043
uc010qxe.1 TNNI2 ENSG00000130598
uc010rcu.1 PLEKHA7 ENSG00000166689
uc010rdd.2 LDHA ENSG00000134333
uc010sjz.2 FAM60A ENSG00000139146
uc010skm.2 SLC2A13 ENSG00000151229
uc010sqd.2 MYL6 ENSG00000092841
uc010tbp.1 RP13-895J2.2 ENSG00000256943
uc010tzd.2 NBEAP1 ENSG00000258590
uc010unl.2 FAH ENSG00000103876
uc010uoo.1 C15orf40 ENSG00000169609
uc010uwo.1 CLDN9 ENSG00000213937
uc010vtg.2 FBXO39 ENSG00000177294
uc010vxz.2 KRT17P2 ENSG00000186831
uc010wyt.1 ENOSF1 ENSG00000132199
uc010xpi.1 SIN3B ENSG00000127511
uc010xsl.1 FXYD3 ENSG00000089356
uc010xsm.2 FXYD3 ENSG00000089356
uc010xzu.1 SPHK2 ENSG00000063176
uc010yny.2 PLEKHH2 ENSG00000152527
uc010yoy.2 PRORSD1P ENSG00000162997
uc010ypr.3 CCT4 ENSG00000115484
uc010yrq.1 C2orf81 ENSG00000159239
uc010zmf.3 PTMA ENSG00000187514
uc010zsp.2 LINC00261 ENSG00000259974
uc011akm.1 KREMEN1 ENSG00000183762
uc011aqw.2 RP6-109B7.3 ENSG00000241990
uc011atf.2 LMCD1 ENSG00000071282
uc011bts.2 LINC00885 ENSG00000224652
uc011bxz.2 KIAA1239 ENSG00000174145
uc011clf.1 TRIML2 ENSG00000179046
uc011cwf.2 TNFAIP8 ENSG00000145779
uc011czc.1 PROB1 ENSG00000228672
uc011dia.1 PPP1R3G ENSG00000219607
uc011eei.2 RAET1L ENSG00000155918
uc011egv.1 RP11-417E7.2 ENSG00000261039
uc011kdr.2 ERV3-1 ENSG00000213462
uc011kpr.2 AKR1B15 ENSG00000227471
uc011lhe.1 YWHAZ ENSG00000164924
uc011lrs.2 TJP2 ENSG00000119139
uc011lwo.2 LPAR1 ENSG00000198121
uc011lyd.1 RP11-27I1.4 ENSG00000214654
uc011max.1 COQ4 ENSG00000167113
uc021oen.1 RNF223 ENSG00000237330
uc021ohf.2 U1 ENSG00000228549
uc021orw.1 RP3-522D1.1 ENSG00000224167
uc021phq.1 RP11-480I12.5 ENSG00000214796
uc021pia.1 TMCC2 ENSG00000133069
uc021ptl.1 SNORA11 ENSG00000221164
uc021qbm.1 MIR210HG ENSG00000247095
uc021sdx.1 DIO3 ENSG00000197406
uc021tnz.1 GP1BA ENSG00000185245
uc021ttu.1 RPL23A ENSG00000198242
uc021ubs.1 MIR5047 ENSG00000266241
uc021ufv.1 C17orf62 ENSG00000178927
uc021uqe.1 SMIM7 ENSG00000214046
uc021vcz.1 AC012313.1 ENSG00000269855
uc021vup.1 FTCDNL1 ENSG00000226124
uc021vus.1 BZW1 ENSG00000082153
uc021xkq.1 ZFYVE28 ENSG00000159733
uc021xsg.1 MAML3 ENSG00000196782
uc021ydj.1 AC034220.3 ENSG00000233006
uc021zax.1 DST ENSG00000151914
uc022abk.1 AC018641.7 ENSG00000226468
uc031psq.1 PGBD5 ENSG00000177614
uc031pyy.1 TMEM9B-AS1 ENSG00000254860
uc031qns.1 PPP1R3E ENSG00000235194
uc031qrg.1 GOLGA8O ENSG00000206127
uc031qvv.1 C16orf98 ENSG00000261359
uc031qwm.1 NOL3 ENSG00000140939
uc031qwr.1 CENPT ENSG00000102901
uc031qyf.1 MINK1 ENSG00000141503
uc031sgy.1 SPRY1 ENSG00000164056
uc031skq.1 TSLP ENSG00000145777
uc031szu.1 DNAJB6 ENSG00000105993
